State,County,POP2010,OHU2010,PovertyRate,MedianFamilyIncome,LILATracts_1And10,LILATracts_halfAnd10,LILATracts_1And20,LILATracts_Vehicle,LAPOP1_10,LAPOP05_10,LAPOP1_20,LALOWI1_10,LALOWI05_10,LALOWI1_20,lapophalf,TractKids,TractSeniors,TractWhite,TractBlack,TractAsian,TractNHOPI,TractAIAN,TractOMultir,TractHispanic,TractHUNV,TractSNAP,Food Environment Index,# Deaths,Years of Potential Life Lost Rate,% Obese,% Fair/Poor,# Diabetics,# Violent Crimes,# Unemployed,% Children in Poverty,Latitude,Longitude
North Dakota,Morton,27471,11289,8.659999999999998,72721.2,1,1,1,1,8351.316867934911,13385.909477966372,6342.169286206108,1719.5954877654553,2640.314691887802,1178.3889232808108,20492.274038668616,6561,4013,25725,120,54,24,1000,548,400,527,705,8.9,316.0,6444.0,33,12,329.0,67.0,491.0,11.0,46.716058182,-101.281118786
North Dakota,Mountrail,7673,2793,14.399999999999965,75182.66666666669,0,0,0,0,1006.6265455529796,1006.6265455529796,69.90364419318911,182.20931366176498,182.20931366176498,13.4361788455423,5479.486482634347,1830,1050,5035,16,15,1,2348,258,286,167,121,9.4,112.0,8770.0,36,15,119.0,22.0,154.0,15.0,48.2013321625,-102.355667862
North Dakota,Nelson,3126,1474,8.6,64875.0,0,0,0,0,3125.9999934471603,3125.9999934471603,2378.7414860049,810.109239570616,810.109239570616,609.680752391444,3125.9999934471502,560,858,3037,8,3,1,30,47,33,49,78,6.6,,,32,12,95.0,4.0,57.0,17.0,47.9216811843,-98.1920324671
North Dakota,Oliver,1846,756,7.7,76779.0,0,0,0,0,1556.00071463087,1556.00071463087,115.69058780671999,333.08283957025003,333.08283957025003,25.128444843512103,1846.0000049191501,410,308,1796,3,4,0,28,15,19,21,52,7.6,,,32,11,31.0,2.0,51.0,18.0,47.1152751471,-101.340308333
North Dakota,Pembina,7413,3257,6.919999999999981,65875.6,0,0,0,0,3425.073259931038,3425.073259931038,657.4340908748618,802.3987231034059,802.3987231034059,184.96250528407413,6227.9883951237625,1600,1489,7077,21,11,2,144,158,190,74,242,8.1,83.0,7201.0,32,12,122.0,6.0,191.0,11.0,48.7675154446,-97.5518190457
North Dakota,Pierce,4357,1835,10.65,64706.0,0,0,0,0,840.8637155534329,840.8637155534329,53.86986200291068,255.15586626924542,255.15586626924542,17.131166261580972,2517.2181915713,938,1029,4100,20,3,1,170,63,44,138,131,8.5,61.0,7766.0,34,14,61.0,5.0,78.0,17.0,48.2496100861,-99.9718051015
North Dakota,Ramsey,11451,4955,12.033333333333266,66746.0,0,1,0,0,3189.7663216698493,5526.55498861812,2249.4065709352344,666.1493860326086,1431.181935957934,412.9304949654126,6864.0283047356215,2515,2072,10044,41,45,5,994,322,137,362,478,8.4,132.0,6452.0,33,13,233.0,20.0,191.0,17.0,48.2689430235,-98.7201050468
North Dakota,Ransom,5457,2310,8.333333333333334,70231.66666666669,0,0,0,0,888.716040522845,888.716040522845,1.97299998998642,203.023683249664,203.023683249664,0.4884378053247929,4041.2497025028,1281,1084,5338,19,20,3,23,54,66,156,188,9.1,73.0,7938.0,33,12,97.0,5.0,68.0,12.0,46.456154939,-97.6574001918
North Dakota,Renville,2470,1061,8.6,82656.0,0,0,0,0,1456.94041918567,1456.94041918567,161.018941583511,298.943337172333,298.943337172333,28.5160230880581,1709.57995748668,534,502,2419,2,5,0,10,34,24,18,81,7.5,37.0,10502.0,32,11,40.0,1.0,44.0,8.0,48.7189972077,-101.657774141
North Dakota,Richland,16321,6651,9.983333333333333,75575.33333333331,0,0,0,0,6669.839744517091,12347.87924250632,1731.1098890582318,1352.6078929353284,3040.1687396915395,237.5069246255168,14540.6934711923,3662,2424,15507,110,88,9,330,277,271,312,470,8.1,163.0,6427.0,33,12,194.0,16.0,232.0,12.0,46.2646373267,-96.9482619139
North Dakota,Rolette,13937,4783,33.1,46449.5,1,1,0,2,1302.2241282873351,1302.2241282873351,0.0,538.620222885001,538.620222885001,0.0,11509.764927751756,4660,1398,2825,21,16,1,10763,311,133,390,1429,7.0,256.0,14061.0,41,28,213.0,4.0,493.0,32.0,48.7724599221,-99.8409490369
North Dakota,Sargent,3829,1675,6.15,72799.5,0,0,0,0,838.7582613649328,838.7582613649328,0.0,193.6078307468931,193.6078307468931,0.0,2546.001395712279,872,727,3753,2,9,4,20,41,51,38,71,9.2,56.0,6503.0,34,11,88.0,1.0,41.0,10.0,46.1079382983,-97.6307326898
North Dakota,Sheridan,1321,645,10.6,56250.0,1,1,1,1,1077.57791675955,1077.57791675955,750.314508257576,299.599314916134,299.599314916134,208.61017052958698,1321.0000073210601,211,396,1278,4,2,2,14,21,16,36,53,5.8,,,32,13,34.0,1.0,36.0,19.0,47.5754617267,-100.34555506
North Dakota,Sioux,4153,1158,36.8499999999999,38178.5,1,1,1,1,1701.1991176278368,1701.1991176278368,606.508103163717,1090.0332281828537,1090.0332281828537,368.00149505962503,3663.70220428696,1516,294,525,7,4,2,3492,123,82,113,372,4.9,113.0,28113.0,34,30,47.0,0.0,56.0,45.0,46.1126539091,-101.040305284
North Dakota,Slope,727,326,7.4,71964.0,0,0,0,0,692.378853221122,692.378853221122,337.222475364274,187.862233294297,187.862233294297,91.4981259085038,726.9999974651221,146,135,709,0,0,0,16,2,12,4,14,7.3,,,27,12,,0.0,12.0,9.0,46.4472370802,-103.4598757
North Dakota,Stark,24199,10085,7.9,81858.875,0,0,0,0,5601.1908518114205,13437.08913671448,3428.427333657782,1113.7397044094457,2703.603927174975,686.3027388175617,16795.48543212988,5186,3875,23026,197,292,9,240,435,454,445,768,9.1,221.0,6346.0,30,11,282.0,61.0,528.0,8.0,46.8106825848,-102.65508878
North Dakota,Steele,1975,864,6.6,68173.0,0,0,0,0,1733.1806010244597,1733.1806010244597,395.039049294302,410.735641027361,410.735641027361,74.9035076609666,1975.0000013075303,421,441,1927,3,2,0,23,20,20,17,37,6.7,,,30,11,42.0,1.0,23.0,12.0,47.4561506138,-97.7245908845
North Dakota,Stutsman,21100,8931,10.916666666666618,67925.33333333331,1,2,1,1,5854.03817576778,8997.349797736873,4057.2308048836467,1186.38251392281,2047.9230101166088,855.0194568653087,16424.045734200576,4331,3618,20163,140,100,12,300,385,361,672,1091,8.3,238.0,7112.0,33,12,236.0,45.0,273.0,14.0,46.9792551456,-98.958838067
North Dakota,Towner,2246,1048,11.6,71845.0,0,0,0,0,781.6049973199181,781.6049973199181,69.39518420362701,148.148204199558,148.148204199558,12.3081306492401,1542.27205752521,432,552,2173,2,1,0,49,21,10,42,79,6.2,,,30,14,44.0,,34.0,15.0,48.6855411394,-99.2457570613
North Dakota,Traill,8121,3394,9.674999999999976,74397.25,0,0,0,0,1475.502122358508,1475.502122358508,0.0,238.0453196331907,238.0453196331907,0.0,5883.566450150748,1810,1521,7809,42,21,1,64,184,214,176,243,8.8,81.0,4636.0,33,12,99.0,6.0,125.0,10.0,47.4541905541,-97.1615544591
North Dakota,Walsh,11119,4746,10.866666666666667,62365.66666666666,0,2,0,0,2145.656945143068,4172.751458791951,256.2113506126145,499.0089809632188,1204.8808768437148,76.86424495522505,7878.585231878218,2467,2237,10391,25,36,4,168,495,969,288,614,9.0,152.0,7809.0,32,13,162.0,22.0,231.0,13.0,48.3694560358,-97.7213240867
North Dakota,Ward,61675,25029,9.476923076923065,72608.15384615384,1,2,1,1,22294.168354570294,39750.31348968849,19662.362046797884,7412.532585812078,12287.783805295056,6821.2171078264455,48529.609279859,14502,8026,55718,1542,583,84,1630,2118,1869,1022,1658,7.9,587.0,6332.0,31,13,752.0,153.0,1065.0,10.0,48.2217054336,-101.541784418
North Dakota,Wells,4207,1943,8.49999999999995,58984.5,0,0,0,0,1592.6262012938,1592.6262012938,3.7206449655350298,363.432482293628,363.432482293628,0.8018178092315792,2554.321370551343,764,1221,4160,3,4,1,13,26,21,72,154,8.1,62.0,8960.0,34,12,83.0,4.0,86.0,12.0,47.5875228967,-99.6609104924
North Dakota,Williams,22398,9293,7.657142857142843,91974.71428571428,0,0,0,0,6709.391628566515,13890.729761283577,4129.749115489579,1199.7821923342285,2479.479818406476,663.5027629636072,16535.102093477282,5165,3328,20639,63,79,5,899,713,436,560,656,9.5,324.0,7922.0,35,12,239.0,134.0,647.0,9.0,48.3436752481,-103.48018589
Ohio,Adams,28550,11147,26.71666666666667,42549.5,3,3,1,4,3572.1691588028716,4673.626070157952,1690.8982530351998,2015.5922098465976,2635.0563852306595,925.9445455406379,25580.10870660145,7135,4230,27882,87,33,2,108,438,243,770,2584,7.0,487.0,10304.0,31,22,518.0,23.0,839.0,29.0,38.8455149273,-83.4721517804
Ohio,Allen,106331,40619,21.660606060606035,51205.454545454544,3,14,3,9,17873.367332518792,48904.766178209386,17804.192813568738,5392.336953515797,20715.12133838612,5359.992126870448,84172.19356801434,25445,15697,89089,12639,740,15,207,3641,2513,3257,7086,6.9,1363.0,7142.0,35,17,1636.0,459.0,2326.0,23.0,40.7715207081,-84.1057794323
Ohio,Ashland,53139,20196,15.34545454545454,53610.36363636363,1,1,1,2,2767.5767605976307,9871.764861594456,2767.5767605976307,1176.496538615784,3821.9886435236217,1176.496538615784,43567.89732134394,12676,8416,51692,398,275,39,89,646,501,1411,2466,7.9,623.0,6093.0,28,16,613.0,32.0,1301.0,20.0,40.8460241928,-82.2706927711
Ohio,Ashtabula,101497,39363,20.05199999999996,49484.48,6,8,6,7,21279.714635437438,39507.00782083402,21139.167366148522,9304.952497058155,17352.47634436967,9255.84395297857,88581.04524349883,24007,15877,94041,3586,375,22,241,3232,3441,3071,7483,6.9,1548.0,9292.0,34,18,1613.0,83.0,2656.0,29.0,41.8963811411,-80.759010793
Ohio,Athens,64757,23578,36.31333333333332,49097.53333333333,4,5,4,6,9685.059455952614,21468.02560322329,8448.90240329636,6600.11872923214,15957.095560831918,6158.667322801892,56351.39456432829,10249,6538,59448,1774,1747,16,162,1610,1002,2018,4542,5.3,673.0,7853.0,28,21,733.0,60.0,1697.0,29.0,39.3338632113,-82.045128893
Ohio,Auglaize,45949,17972,9.536363636363626,62778.36363636363,0,1,0,0,3758.542296989555,13694.244285819112,3758.542296989555,978.8528983196164,4122.599121872774,978.8528983196164,33685.328682389896,11666,7061,44959,132,172,16,84,586,543,728,1690,8.4,493.0,5587.0,35,13,583.0,18.0,899.0,12.0,40.5609114012,-84.2217438305
Ohio,Belmont,70400,28679,17.284999999999982,51391.1,2,6,2,5,14648.240348638214,30684.842977255077,14462.969788099817,4784.482240212702,11441.027325146364,4751.304665847113,59770.37064041577,13855,12419,66206,2834,259,7,88,1006,429,2221,3850,7.4,1050.0,7935.0,34,17,776.0,56.0,1982.0,21.0,40.0158001655,-80.9885424488
Ohio,Brown,44846,17014,15.444444444444423,51712.555555555555,1,1,1,4,2124.702231248167,4857.059742944107,2109.34205649167,893.3269220481116,2302.0128391924904,888.594317221311,43090.189573994016,11038,6469,43736,384,108,3,75,540,269,957,2528,7.5,733.0,10157.0,34,17,526.0,17.0,1216.0,24.0,38.9340476576,-83.8674279187
Ohio,Butler,368130,135960,16.732499999999984,65430.9,14,31,14,15,145311.49644032613,268924.2765331521,145311.49644032613,29051.00838810085,74781.29133626807,29051.00838810085,310643.04965656553,92604,42484,316667,26972,8811,288,770,14622,14670,7531,16172,7.4,4440.0,7737.0,33,16,3231.0,1286.0,8550.0,18.0,39.4386164734,-84.5756449351
Ohio,Carroll,28836,11385,15.857142857142815,52783.571428571435,1,1,1,1,2454.7170381403507,4119.2527765224895,2075.73099860284,1114.2379518056343,1916.1535827815064,971.296924776368,25460.452843831117,6637,4803,28202,139,57,0,77,361,238,647,1372,7.9,423.0,7754.0,35,15,301.0,57.0,800.0,20.0,40.5795915499,-81.0897165993
Ohio,Champaign,40097,15329,11.929999999999994,59251.0,1,2,1,0,1075.7848797261236,6848.197108921239,857.1101095753247,485.1189294474897,2908.566442258209,428.04639869026136,33070.81684446073,10040,5758,37986,892,153,13,143,910,451,732,2156,8.2,534.0,7325.0,37,14,429.0,41.0,873.0,16.0,40.1376743616,-83.7694969558
Ohio,Clark,138333,55244,21.31363636363633,52138.227272727265,13,22,13,13,33914.828393912096,75947.56740873675,33914.828393912096,15241.731010409,35625.77901556331,15241.731010409,112264.30024308206,32643,22422,119440,12128,858,51,351,5505,3805,4866,11207,6.8,2276.0,9478.0,32,17,1325.0,465.0,3207.0,25.0,39.9167779156,-83.7838897267
Ohio,Clermont,197363,74828,10.367499999999977,74389.2,4,6,4,3,89972.55558389492,131552.98897949932,89972.55558389492,21170.598079461044,32477.57076525188,21170.598079461044,176210.75182008714,50590,23244,189250,2284,1920,61,403,3445,2896,3444,6909,7.4,2560.0,7913.0,30,15,1810.0,192.0,4613.0,14.0,39.0474329308,-84.1519178888
Ohio,Clinton,42040,16210,18.26666666666665,52263.66666666666,3,3,3,2,12353.367509072894,18691.0839676141,12353.367509072894,5770.822941512139,8834.057146587236,5770.822941512139,37190.0839505682,10262,5684,39805,932,213,17,96,977,559,1112,2785,7.2,647.0,9136.0,34,16,573.0,31.0,1033.0,21.0,39.4149780091,-83.808378857
Ohio,Columbiana,107841,42683,17.516666666666627,52295.66666666666,5,7,4,6,18986.71896054528,35981.78070584139,17776.435955637742,7713.241110281711,15308.665067566699,7062.95811020289,90677.51449381355,23584,17793,102959,2405,322,27,202,1926,1348,3164,7310,7.2,1581.0,8266.0,33,17,1595.0,61.0,2909.0,22.0,40.7684277475,-80.7771865597
Ohio,Coshocton,36901,14658,18.54999999999997,49687.1,2,3,2,2,4368.530260432361,8216.199167781304,1842.4958155240447,1641.065977293038,3598.9164398387566,843.6475341872231,34210.454549800095,8879,5992,35810,395,103,3,81,509,279,1213,2729,7.1,551.0,8716.0,34,17,626.0,28.0,1007.0,23.0,40.3016413767,-81.9200107367
Ohio,Crawford,43784,18099,16.84615384615381,50245.53846153847,4,7,4,2,12772.363578905264,24351.20352835349,12772.363578905264,5598.420204258084,10652.846247322334,5598.420204258084,37875.3448824249,10133,7796,42556,378,156,7,60,627,533,941,2850,7.6,681.0,7972.0,32,15,783.0,54.0,1110.0,24.0,40.8507725735,-82.9197777024
Ohio,Cuyahoga,1280122,545056,22.35011185682319,56831.975391498876,33,164,33,87,262967.82583857985,770993.9410687691,262967.82583857985,56670.03279292249,253490.1715183189,56670.03279292249,778426.5750732203,290262,198541,814103,380198,32883,285,2578,50075,61270,73370,96146,6.5,16617.0,7828.0,30,17,11574.0,6532.0,30488.0,26.0,41.6350590585,-81.7001959208
Ohio,Darke,52959,20929,13.891666666666644,54142.75,2,3,2,4,5546.145556772549,13737.310661199055,5270.199570436452,1899.656505820727,5455.904112585289,1801.967714311766,45094.325883179954,13213,8929,51783,238,162,4,81,691,646,1332,2380,7.9,675.0,7462.0,32,15,848.0,60.0,1117.0,15.0,40.1332239754,-84.6193191365
Ohio,Defiance,39037,15268,14.11111111111109,55659.88888888888,3,3,3,1,5483.3092711412355,14839.03864091288,5483.3092711412355,1986.3271250215928,5920.957080948148,1986.3271250215928,32931.59723165641,9603,5857,36208,725,119,12,98,1875,3409,828,2006,7.8,425.0,6663.0,33,16,699.0,37.0,915.0,16.0,41.3239160959,-84.4904951214
Ohio,Delaware,174214,62760,5.808571428571423,103092.57142857145,2,2,2,2,70469.05486551442,112293.5867793481,70394.25368640063,7870.743130750279,15983.440004081052,7858.993645343487,155204.34235943956,50504,16517,156328,5837,7436,51,252,4310,3669,1693,3241,8.9,1266.0,4129.0,28,10,1262.0,137.0,3542.0,5.0,40.2783937765,-83.0048853482
Ohio,Erie,77079,31860,12.568421052631551,59221.15789473683,3,7,3,5,19352.79307992109,39630.29653493433,19352.79307992109,6366.743589343817,15109.6019080549,6366.743589343817,67463.65573416419,17145,13305,67066,6644,463,8,232,2666,2604,2258,4898,7.0,1114.0,8662.0,35,16,1478.0,116.0,2081.0,22.0,41.4705726437,-82.5763150918
Ohio,Fairfield,146156,54310,12.507142857142837,70871.71428571429,3,6,3,3,40075.90052228458,70157.53699721054,40070.291875891766,9567.93322094571,18093.799333928404,9566.650520645491,124094.9291961947,38409,18075,131830,8702,1645,45,309,3625,2510,2780,7678,7.5,1551.0,5909.0,33,15,1196.0,227.0,3247.0,12.0,39.7515988537,-82.6305889168
Ohio,Fayette,29030,11436,17.742857142857112,50084.285714285725,2,3,2,2,2824.9106134372773,10303.763195778844,2667.9226634143056,1205.72021328199,5135.878053709852,1167.222077272224,21053.20092011251,7163,4345,27471,586,157,8,67,741,520,752,2233,7.4,485.0,9706.0,33,17,304.0,51.0,693.0,26.0,39.5598830033,-83.4560972785
Ohio,Franklin,1163414,477235,21.433450704225347,63834.630281690144,49,131,49,68,298837.6177531739,768319.1651888173,298837.6177531739,91570.36725761989,261606.2054493573,91570.36725761989,799511.1596597389,278542,115706,805617,247225,44996,746,2852,61978,55718,39760,72063,6.6,13337.0,7485.0,30,15,7498.0,5122.0,26604.0,25.0,39.9695461474,-83.0092981418
Ohio,Fulton,42698,16188,11.633333333333312,63895.0,0,0,0,0,8379.925864807281,15456.137340540088,8379.278264350092,2891.987328070483,5449.044229255959,2891.8737489790697,37784.758637696636,11009,6000,40538,183,183,4,124,1666,3341,494,1666,8.1,502.0,7663.0,37,14,687.0,35.0,1102.0,12.0,41.60179891,-84.130079524
Ohio,Gallia,30934,12062,20.3,46988.857142857145,3,3,1,4,3592.165852090905,4905.161745780015,1406.36088175745,1742.807332266417,2460.1763489730083,800.349135680589,28675.026278858848,7352,4940,29308,812,140,1,118,555,275,928,2654,7.2,551.0,11044.0,32,19,596.0,34.0,792.0,32.0,38.8246749142,-82.316909885
Ohio,Geauga,93389,34264,8.933333333333328,83284.80952380953,0,0,0,1,23896.89286360789,31305.8961405691,23879.15973839808,4116.756191601137,5426.70788217671,4115.789432455878,88852.25534875374,24237,14474,90514,1198,557,11,75,1034,1001,2601,1757,8.5,805.0,4511.0,27,13,808.0,35.0,1964.0,9.0,41.4995416587,-81.1786546043
Ohio,Greene,161573,62770,15.171428571428551,74365.2,6,9,6,6,46135.035258413984,93426.40165029318,46135.035258413984,11461.041363138424,26986.375768989034,11461.041363138424,130411.35841033368,35133,21998,139670,11681,4703,89,428,5002,3439,3344,6611,7.3,1653.0,5848.0,31,15,1707.0,185.0,3514.0,16.0,39.6914804501,-83.8898867514
Ohio,Guernsey,40087,16210,19.069999999999983,49728.7,2,4,2,3,9819.86498651381,16467.855994948015,8471.536317825236,3954.313827013515,7396.228890387599,3501.090729603286,36790.123617286205,9615,6426,38486,590,110,10,100,791,349,1113,2956,7.2,640.0,8855.0,36,19,628.0,69.0,1197.0,29.0,40.0520536496,-81.4942562194
Ohio,Hamilton,802374,333945,22.456306306306267,63939.97747747747,46,92,46,66,244155.1819725596,568818.8635151532,244155.1819725596,70202.4738267028,188984.22632254817,70202.4738267028,587012.4263114776,189640,106863,552330,205952,16182,603,1617,25690,20607,40831,50205,6.3,10243.0,8385.0,29,15,6657.0,3583.0,18067.0,23.0,39.1955341757,-84.5427676729
Ohio,Hancock,74782,30197,15.55384615384613,62529.61538461537,2,3,2,3,10968.825873587779,31020.331505944214,9734.059087267557,4215.903542934511,12515.51480223179,3819.529576183956,60338.77419674626,17628,10673,69828,1158,1263,12,167,2354,3363,2033,3295,7.6,810.0,5788.0,31,15,959.0,87.0,1489.0,15.0,41.001938375,-83.6665354077
Ohio,Hardin,32058,11762,18.685714285714248,52976.857142857145,1,2,1,1,3851.2818537269723,11463.446061436922,1830.785488066963,1542.7809662105594,5389.38730096929,758.9322970554651,26036.30095001079,7560,4303,30990,259,182,12,52,563,407,751,1578,7.6,451.0,8590.0,35,17,550.0,29.0,698.0,21.0,40.661536856,-83.6594624603
Ohio,Harrison,15864,6526,16.77999999999998,55040.2,0,0,0,0,1040.3432164717835,2317.3130903889937,1000.2319052047699,467.5372112696231,857.057306049408,451.42073829967103,13482.6337303027,3472,2880,15216,330,22,2,16,278,79,316,1082,7.8,305.0,9410.0,30,17,212.0,14.0,452.0,24.0,40.2938389348,-81.0911358771
Ohio,Henry,28215,10934,12.871428571428554,63889.57142857143,0,0,0,1,2488.9128962461828,5383.201026768893,1055.21750196837,736.5563760550494,1646.7149971373606,235.53564361591899,23596.98826195244,7094,4349,26857,117,105,2,89,1045,1860,511,1199,8.0,306.0,5890.0,29,14,432.0,23.0,760.0,14.0,41.3338851661,-84.0682304213
Ohio,Highland,43589,16693,21.288888888888867,46614.88888888888,2,3,1,2,3551.7390834878242,6466.115039777752,1251.462732233452,1627.2224864863015,3156.071911390048,641.3884565715267,35473.130952297586,11092,6618,42042,604,102,3,111,727,319,1371,3649,7.3,688.0,9598.0,32,19,611.0,42.0,1077.0,28.0,39.1847403436,-83.6009720963
Ohio,Hocking,29380,11369,16.985714285714273,54386.0,1,1,1,3,4176.217787875081,4552.012649616451,4018.06780143306,1825.9663197399054,1958.712631663396,1765.3716575088602,28246.91839232362,7005,4491,28639,217,47,3,96,378,198,631,2284,7.1,457.0,8620.0,38,17,489.0,26.0,727.0,24.0,39.4970238369,-82.4792535623
Ohio,Holmes,42366,12554,14.937499999999998,54618.75,1,1,1,3,2151.64954336464,3739.4691688896,2151.64954336464,1030.17273809059,1831.0125027680103,1030.17273809059,39492.73508858787,14511,4801,41826,126,49,19,29,317,329,3902,860,8.3,358.0,5608.0,31,15,227.0,9.0,702.0,16.0,40.561195332,-81.9293594987
Ohio,Huron,59626,22820,13.892307692307675,58308.69230769231,3,3,3,2,7185.698109990321,16919.03244478883,7180.627186423502,2415.79382867365,5613.0987550687105,2414.3827194645887,47531.4052528336,15667,8084,56556,614,175,10,127,2144,3333,1621,3606,7.6,824.0,8051.0,33,16,985.0,,1824.0,21.0,41.1461539274,-82.5984082765
Ohio,Jackson,33225,13010,23.842857142857103,47728.0,1,1,1,3,2417.143970542363,6274.510597281046,1974.6251826115567,1122.482521645162,3090.1593482077697,931.156309114702,25839.227860234667,8155,4690,32267,193,109,12,120,524,265,1224,2914,7.0,606.0,10434.0,37,19,595.0,37.0,979.0,29.0,39.0196721892,-82.618382939
