State,County,POP2010,OHU2010,PovertyRate,MedianFamilyIncome,LAPOP1_10,LAPOP05_10,LAPOP1_20,LALOWI1_10,LALOWI05_10,LALOWI1_20,lapophalf,TractKids,TractSeniors,TractWhite,TractBlack,TractAsian,TractNHOPI,TractAIAN,TractOMultir,TractHispanic,TractHUNV,TractSNAP,Food Environment Index,# Deaths,Years of Potential Life Lost Rate,% Obese,% Fair/Poor,# Diabetics,# Violent Crimes,# Unemployed,% Children in Poverty
North Dakota,Stutsman,21100,8931,10.916666666666616,67925.33333333333,5854.03817576778,8997.349797736873,4057.2308048836467,1186.38251392281,2047.923010116609,855.0194568653087,16424.045734200576,4331,3618,20163,140,100,12,300,385,361,672,1091,8.3,238.0,7112.0,33,12,236.0,45.0,273.0,14.0
North Dakota,Towner,2246,1048,11.6,71845.0,781.604997319918,781.604997319918,69.395184203627,148.148204199558,148.148204199558,12.3081306492401,1542.27205752521,432,552,2173,2,1,0,49,21,10,42,79,6.2,,,30,14,44.0,,34.0,15.0
North Dakota,Traill,8121,3394,9.674999999999976,74397.25,1475.5021223585081,1475.5021223585081,0.0,238.0453196331907,238.0453196331907,0.0,5883.566450150748,1810,1521,7809,42,21,1,64,184,214,176,243,8.8,81.0,4636.0,33,12,99.0,6.0,125.0,10.0
North Dakota,Walsh,11119,4746,10.866666666666667,62365.666666666664,2145.6569451430673,4172.751458791951,256.2113506126145,499.00898096321873,1204.8808768437148,76.86424495522505,7878.585231878218,2467,2237,10391,25,36,4,168,495,969,288,614,9.0,152.0,7809.0,32,13,162.0,22.0,231.0,13.0
North Dakota,Ward,61675,25029,9.476923076923063,72608.15384615384,22294.16835457029,39750.31348968849,19662.362046797884,7412.532585812078,12287.783805295057,6821.217107826445,48529.609279858996,14502,8026,55718,1542,583,84,1630,2118,1869,1022,1658,7.9,587.0,6332.0,31,13,752.0,153.0,1065.0,10.0
North Dakota,Wells,4207,1943,8.49999999999995,58984.5,1592.6262012938,1592.6262012938,3.72064496553503,363.432482293628,363.432482293628,0.801817809231579,2554.321370551343,764,1221,4160,3,4,1,13,26,21,72,154,8.1,62.0,8960.0,34,12,83.0,4.0,86.0,12.0
North Dakota,Williams,22398,9293,7.657142857142842,91974.71428571429,6709.391628566515,13890.729761283575,4129.749115489579,1199.7821923342285,2479.479818406476,663.5027629636072,16535.102093477282,5165,3328,20639,63,79,5,899,713,436,560,656,9.5,324.0,7922.0,35,12,239.0,134.0,647.0,9.0
Ohio,Adams,28550,11147,26.71666666666667,42549.5,3572.169158802872,4673.626070157952,1690.8982530352,2015.5922098465976,2635.0563852306595,925.944545540638,25580.108706601448,7135,4230,27882,87,33,2,108,438,243,770,2584,7.0,487.0,10304.0,31,22,518.0,23.0,839.0,29.0
Ohio,Allen,106331,40619,21.660606060606035,51205.454545454544,17873.36733251879,48904.766178209386,17804.192813568738,5392.336953515797,20715.121338386125,5359.992126870448,84172.19356801434,25445,15697,89089,12639,740,15,207,3641,2513,3257,7086,6.9,1363.0,7142.0,35,17,1636.0,459.0,2326.0,23.0
Ohio,Ashland,53139,20196,15.345454545454539,53610.36363636364,2767.5767605976303,9871.764861594456,2767.5767605976303,1176.496538615784,3821.988643523622,1176.496538615784,43567.89732134394,12676,8416,51692,398,275,39,89,646,501,1411,2466,7.9,623.0,6093.0,28,16,613.0,32.0,1301.0,20.0
Ohio,Ashtabula,101497,39363,20.05199999999996,49484.48,21279.714635437438,39507.00782083402,21139.167366148522,9304.952497058157,17352.47634436967,9255.84395297857,88581.04524349884,24007,15877,94041,3586,375,22,241,3232,3441,3071,7483,6.9,1548.0,9292.0,34,18,1613.0,83.0,2656.0,29.0
Ohio,Athens,64757,23578,36.31333333333332,49097.53333333333,9685.059455952614,21468.025603223294,8448.90240329636,6600.11872923214,15957.09556083192,6158.667322801892,56351.39456432829,10249,6538,59448,1774,1747,16,162,1610,1002,2018,4542,5.3,673.0,7853.0,28,21,733.0,60.0,1697.0,29.0
Ohio,Auglaize,45949,17972,9.536363636363628,62778.36363636364,3758.542296989555,13694.244285819112,3758.542296989555,978.8528983196165,4122.599121872774,978.8528983196165,33685.328682389896,11666,7061,44959,132,172,16,84,586,543,728,1690,8.4,493.0,5587.0,35,13,583.0,18.0,899.0,12.0
Ohio,Belmont,70400,28679,17.284999999999986,51391.1,14648.240348638212,30684.842977255077,14462.969788099816,4784.482240212702,11441.027325146364,4751.304665847113,59770.37064041577,13855,12419,66206,2834,259,7,88,1006,429,2221,3850,7.4,1050.0,7935.0,34,17,776.0,56.0,1982.0,21.0
Ohio,Brown,44846,17014,15.444444444444422,51712.555555555555,2124.702231248167,4857.059742944107,2109.34205649167,893.3269220481116,2302.0128391924904,888.594317221311,43090.18957399401,11038,6469,43736,384,108,3,75,540,269,957,2528,7.5,733.0,10157.0,34,17,526.0,17.0,1216.0,24.0
Ohio,Butler,368130,135960,16.732499999999984,65430.9,145311.49644032613,268924.2765331521,145311.49644032613,29051.00838810085,74781.29133626806,29051.00838810085,310643.0496565655,92604,42484,316667,26972,8811,288,770,14622,14670,7531,16172,7.4,4440.0,7737.0,33,16,3231.0,1286.0,8550.0,18.0
Ohio,Carroll,28836,11385,15.857142857142815,52783.57142857143,2454.7170381403503,4119.25277652249,2075.73099860284,1114.2379518056343,1916.1535827815062,971.296924776368,25460.45284383112,6637,4803,28202,139,57,0,77,361,238,647,1372,7.9,423.0,7754.0,35,15,301.0,57.0,800.0,20.0
Ohio,Champaign,40097,15329,11.929999999999996,59251.0,1075.7848797261236,6848.197108921239,857.1101095753247,485.11892944748973,2908.5664422582086,428.0463986902614,33070.81684446073,10040,5758,37986,892,153,13,143,910,451,732,2156,8.2,534.0,7325.0,37,14,429.0,41.0,873.0,16.0
Ohio,Clark,138333,55244,21.31363636363633,52138.22727272727,33914.828393912096,75947.56740873675,33914.828393912096,15241.731010409,35625.77901556331,15241.731010409,112264.30024308206,32643,22422,119440,12128,858,51,351,5505,3805,4866,11207,6.8,2276.0,9478.0,32,17,1325.0,465.0,3207.0,25.0
Ohio,Clermont,197363,74828,10.367499999999978,74389.2,89972.55558389492,131552.98897949932,89972.55558389492,21170.598079461044,32477.570765251876,21170.598079461044,176210.75182008717,50590,23244,189250,2284,1920,61,403,3445,2896,3444,6909,7.4,2560.0,7913.0,30,15,1810.0,192.0,4613.0,14.0
Ohio,Clinton,42040,16210,18.266666666666655,52263.666666666664,12353.367509072892,18691.0839676141,12353.367509072892,5770.822941512139,8834.057146587236,5770.822941512139,37190.0839505682,10262,5684,39805,932,213,17,96,977,559,1112,2785,7.2,647.0,9136.0,34,16,573.0,31.0,1033.0,21.0
Ohio,Columbiana,107841,42683,17.516666666666627,52295.666666666664,18986.71896054528,35981.78070584139,17776.43595563774,7713.241110281711,15308.6650675667,7062.958110202889,90677.51449381355,23584,17793,102959,2405,322,27,202,1926,1348,3164,7310,7.2,1581.0,8266.0,33,17,1595.0,61.0,2909.0,22.0
Ohio,Coshocton,36901,14658,18.54999999999997,49687.1,4368.53026043236,8216.199167781304,1842.4958155240452,1641.065977293038,3598.916439838757,843.6475341872231,34210.4545498001,8879,5992,35810,395,103,3,81,509,279,1213,2729,7.1,551.0,8716.0,34,17,626.0,28.0,1007.0,23.0
Ohio,Crawford,43784,18099,16.84615384615381,50245.53846153846,12772.363578905264,24351.20352835349,12772.363578905264,5598.420204258084,10652.846247322334,5598.420204258084,37875.344882424906,10133,7796,42556,378,156,7,60,627,533,941,2850,7.6,681.0,7972.0,32,15,783.0,54.0,1110.0,24.0
Ohio,Cuyahoga,1280122,545056,22.35011185682319,56831.97539149888,262967.82583857985,770993.941068769,262967.82583857985,56670.03279292249,253490.17151831888,56670.03279292249,778426.5750732203,290262,198541,814103,380198,32883,285,2578,50075,61270,73370,96146,6.5,16617.0,7828.0,30,17,11574.0,6532.0,30488.0,26.0
Ohio,Darke,52959,20929,13.891666666666643,54142.75,5546.145556772549,13737.310661199055,5270.199570436452,1899.656505820727,5455.904112585289,1801.967714311766,45094.325883179954,13213,8929,51783,238,162,4,81,691,646,1332,2380,7.9,675.0,7462.0,32,15,848.0,60.0,1117.0,15.0
Ohio,Defiance,39037,15268,14.11111111111109,55659.88888888889,5483.309271141236,14839.038640912879,5483.309271141236,1986.3271250215926,5920.957080948148,1986.3271250215926,32931.597231656415,9603,5857,36208,725,119,12,98,1875,3409,828,2006,7.8,425.0,6663.0,33,16,699.0,37.0,915.0,16.0
Ohio,Delaware,174214,62760,5.808571428571424,103092.57142857143,70469.05486551442,112293.5867793481,70394.25368640063,7870.743130750279,15983.440004081052,7858.9936453434875,155204.34235943956,50504,16517,156328,5837,7436,51,252,4310,3669,1693,3241,8.9,1266.0,4129.0,28,10,1262.0,137.0,3542.0,5.0
Ohio,Erie,77079,31860,12.568421052631551,59221.15789473684,19352.793079921095,39630.29653493433,19352.793079921095,6366.743589343817,15109.601908054901,6366.743589343817,67463.65573416419,17145,13305,67066,6644,463,8,232,2666,2604,2258,4898,7.0,1114.0,8662.0,35,16,1478.0,116.0,2081.0,22.0
Ohio,Fairfield,146156,54310,12.507142857142838,70871.71428571429,40075.90052228458,70157.53699721055,40070.29187589176,9567.93322094571,18093.799333928404,9566.650520645493,124094.9291961947,38409,18075,131830,8702,1645,45,309,3625,2510,2780,7678,7.5,1551.0,5909.0,33,15,1196.0,227.0,3247.0,12.0
Ohio,Fayette,29030,11436,17.742857142857115,50084.28571428572,2824.9106134372773,10303.763195778844,2667.9226634143056,1205.72021328199,5135.878053709852,1167.222077272224,21053.20092011251,7163,4345,27471,586,157,8,67,741,520,752,2233,7.4,485.0,9706.0,33,17,304.0,51.0,693.0,26.0
Ohio,Franklin,1163414,477235,21.433450704225347,63834.630281690144,298837.6177531739,768319.1651888173,298837.6177531739,91570.36725761987,261606.20544935734,91570.36725761987,799511.1596597389,278542,115706,805617,247225,44996,746,2852,61978,55718,39760,72063,6.6,13337.0,7485.0,30,15,7498.0,5122.0,26604.0,25.0
Ohio,Fulton,42698,16188,11.63333333333331,63895.0,8379.925864807281,15456.137340540088,8379.278264350092,2891.9873280704824,5449.044229255959,2891.87374897907,37784.75863769664,11009,6000,40538,183,183,4,124,1666,3341,494,1666,8.1,502.0,7663.0,37,14,687.0,35.0,1102.0,12.0
Ohio,Gallia,30934,12062,20.3,46988.857142857145,3592.165852090905,4905.161745780015,1406.36088175745,1742.807332266417,2460.176348973008,800.349135680589,28675.02627885885,7352,4940,29308,812,140,1,118,555,275,928,2654,7.2,551.0,11044.0,32,19,596.0,34.0,792.0,32.0
Ohio,Geauga,93389,34264,8.933333333333328,83284.80952380953,23896.89286360789,31305.896140569104,23879.15973839808,4116.756191601138,5426.70788217671,4115.789432455878,88852.25534875372,24237,14474,90514,1198,557,11,75,1034,1001,2601,1757,8.5,805.0,4511.0,27,13,808.0,35.0,1964.0,9.0
Ohio,Greene,161573,62770,15.17142857142855,74365.2,46135.03525841398,93426.40165029318,46135.03525841398,11461.041363138424,26986.37576898903,11461.041363138424,130411.35841033369,35133,21998,139670,11681,4703,89,428,5002,3439,3344,6611,7.3,1653.0,5848.0,31,15,1707.0,185.0,3514.0,16.0
Ohio,Guernsey,40087,16210,19.06999999999998,49728.7,9819.86498651381,16467.855994948015,8471.536317825236,3954.313827013515,7396.228890387599,3501.090729603286,36790.1236172862,9615,6426,38486,590,110,10,100,791,349,1113,2956,7.2,640.0,8855.0,36,19,628.0,69.0,1197.0,29.0
Ohio,Hamilton,802374,333945,22.456306306306267,63939.97747747748,244155.1819725596,568818.8635151531,244155.1819725596,70202.4738267028,188984.22632254817,70202.4738267028,587012.4263114776,189640,106863,552330,205952,16182,603,1617,25690,20607,40831,50205,6.3,10243.0,8385.0,29,15,6657.0,3583.0,18067.0,23.0
Ohio,Hancock,74782,30197,15.55384615384613,62529.61538461538,10968.82587358778,31020.331505944214,9734.059087267557,4215.903542934512,12515.51480223179,3819.529576183956,60338.77419674626,17628,10673,69828,1158,1263,12,167,2354,3363,2033,3295,7.6,810.0,5788.0,31,15,959.0,87.0,1489.0,15.0
Ohio,Hardin,32058,11762,18.685714285714248,52976.857142857145,3851.2818537269723,11463.44606143692,1830.785488066963,1542.7809662105597,5389.38730096929,758.9322970554651,26036.30095001079,7560,4303,30990,259,182,12,52,563,407,751,1578,7.6,451.0,8590.0,35,17,550.0,29.0,698.0,21.0
Ohio,Harrison,15864,6526,16.77999999999998,55040.2,1040.3432164717835,2317.3130903889937,1000.23190520477,467.53721126962307,857.057306049408,451.420738299671,13482.6337303027,3472,2880,15216,330,22,2,16,278,79,316,1082,7.8,305.0,9410.0,30,17,212.0,14.0,452.0,24.0
Ohio,Henry,28215,10934,12.871428571428556,63889.57142857143,2488.9128962461828,5383.201026768893,1055.21750196837,736.5563760550494,1646.7149971373603,235.535643615919,23596.98826195244,7094,4349,26857,117,105,2,89,1045,1860,511,1199,8.0,306.0,5890.0,29,14,432.0,23.0,760.0,14.0
Ohio,Highland,43589,16693,21.288888888888867,46614.88888888889,3551.7390834878242,6466.115039777752,1251.462732233452,1627.2224864863015,3156.0719113900477,641.3884565715268,35473.13095229758,11092,6618,42042,604,102,3,111,727,319,1371,3649,7.3,688.0,9598.0,32,19,611.0,42.0,1077.0,28.0
Ohio,Hocking,29380,11369,16.985714285714273,54386.0,4176.217787875081,4552.012649616451,4018.06780143306,1825.9663197399057,1958.7126316633958,1765.37165750886,28246.91839232362,7005,4491,28639,217,47,3,96,378,198,631,2284,7.1,457.0,8620.0,38,17,489.0,26.0,727.0,24.0
Ohio,Holmes,42366,12554,14.937499999999998,54618.75,2151.64954336464,3739.4691688896,2151.64954336464,1030.17273809059,1831.01250276801,1030.17273809059,39492.73508858787,14511,4801,41826,126,49,19,29,317,329,3902,860,8.3,358.0,5608.0,31,15,227.0,9.0,702.0,16.0
Ohio,Huron,59626,22820,13.892307692307677,58308.692307692305,7185.6981099903205,16919.03244478883,7180.627186423502,2415.79382867365,5613.098755068711,2414.382719464589,47531.4052528336,15667,8084,56556,614,175,10,127,2144,3333,1621,3606,7.6,824.0,8051.0,33,16,985.0,,1824.0,21.0
Ohio,Jackson,33225,13010,23.8428571428571,47728.0,2417.143970542363,6274.510597281046,1974.6251826115572,1122.482521645162,3090.1593482077697,931.156309114702,25839.22786023467,8155,4690,32267,193,109,12,120,524,265,1224,2914,7.0,606.0,10434.0,37,19,595.0,37.0,979.0,29.0
Ohio,Jefferson,69709,29109,21.147826086956513,48380.260869565216,15600.823159846906,30729.81262306983,13201.764173979847,7033.700807072807,14117.122347017583,5938.958566926208,57503.380266711385,14054,12756,64077,3879,288,9,96,1360,773,2418,5047,6.6,1288.0,10329.0,37,17,1116.0,27.0,2192.0,29.0
Ohio,Knox,60921,22607,15.716666666666635,60027.583333333336,12383.073522890894,21189.962078063632,11879.683477214383,4099.390124143116,7975.084375450336,3871.272222782617,52560.72665736967,14701,8987,58933,496,350,16,123,1003,737,1829,3367,7.6,740.0,7058.0,28,17,724.0,53.0,1445.0,20.0
Ohio,Lake,230041,94156,9.277966101694899,69748.22033898305,91420.61194246444,165786.55544413163,91420.61194246444,19974.27099311442,38613.5444337423,19974.27099311442,175731.65661026578,51026,36965,212713,7306,2611,35,273,7103,7825,5460,8600,7.6,2794.0,6334.0,27,14,2695.0,350.0,5379.0,13.0
Ohio,Lawrence,62450,24974,17.49999999999996,53507.25,6914.094748780968,14889.902396768728,4681.564158417277,2194.4004639778223,4940.802763921785,1399.018026399192,50032.14367626019,14649,9717,59864,1278,241,5,121,941,445,1581,4866,7.2,1097.0,9594.0,39,21,1267.0,94.0,1468.0,30.0
Ohio,Licking,166492,63989,13.899999999999988,65287.9375,56340.029753193776,86759.64158188204,56179.99107151856,14970.705957869919,26276.510198489952,14896.079015277246,141034.71961986198,41125,22087,155190,5701,1237,36,462,3866,2312,3479,8755,7.8,2098.0,6794.0,31,15,1595.0,368.0,3837.0,17.0
Ohio,Logan,45858,18111,16.654545454545442,53886.27272727273,2614.390784313422,9792.690443089163,2190.0182178008185,1231.8376048103164,4775.865675532784,1115.7794005211972,35806.928944206156,11619,6760,43722,742,242,16,115,1021,539,1253,2714,7.7,609.0,7855.0,34,15,658.0,51.0,969.0,17.0
Ohio,Lorain,301356,116274,16.76301369863012,59770.21917808219,103518.19014277669,200821.6540551217,103518.19014277669,27242.575365656543,62768.9751223634,27242.575365656543,245864.62543519624,72078,43131,255410,25799,2811,49,883,16404,25290,8124,16831,7.3,3792.0,7199.0,29,17,3789.0,389.0,8035.0,21.0
Ohio,Lucas,441815,180267,25.971653543307053,51058.90551181103,69288.37135043695,255222.39781898865,69288.37135043695,23973.442372815873,103462.65894532509,23973.442372815873,297030.9446008329,106137,57809,326868,83926,6764,113,1349,22795,26974,19302,36217,6.6,6031.0,8576.0,34,18,4775.0,3286.0,11115.0,29.0
Ohio,Madison,43435,14734,14.391666666666666,82643.75,15752.565872622203,19028.067767291384,12196.901958701459,8090.357803298991,9428.970209549769,6923.2945607338825,39381.07106877881,9807,5389,39364,2862,232,10,105,862,622,967,2011,7.8,548.0,7448.0,30,14,402.0,33.0,825.0,14.0
Ohio,Mahoning,238823,98712,23.739999999999966,47342.94285714286,70786.53311681858,153598.22859521466,70786.53311681858,27992.879263529758,64908.783746016285,27992.879263529758,186443.17444763085,51338,42702,190848,37433,1682,51,491,8318,11136,8941,18091,6.1,3467.0,8498.0,31,17,2560.0,733.0,6544.0,27.0
Ohio,Marion,66501,24691,22.594444444444417,46718.166666666664,20345.77543253942,35420.57004930933,17495.62337493837,11267.096674345159,18618.51587886477,10100.00477266426,57551.20931244378,14729,9468,60565,3807,335,34,113,1647,1503,1855,4702,5.8,986.0,8166.0,36,19,877.0,150.0,1427.0,28.0
Ohio,Medina,172332,65143,7.775675675675668,78903.13513513513,46530.295778607055,84511.54958871679,46530.295778607055,8078.709482792355,16850.244690740277,8078.709482792355,145400.91517476324,43741,22601,165642,2027,1660,18,247,2738,2747,2639,4876,8.3,1662.0,5289.0,29,12,1709.0,87.0,3752.0,9.0
Ohio,Meigs,23770,9557,24.36666666666663,46018.333333333336,5604.282587811851,7799.449151875601,3851.4399882342905,2734.0909572473515,4071.1160297505476,2260.437546986444,23202.725064071787,5414,3725,23150,206,51,1,54,308,115,637,2398,6.4,398.0,8059.0,34,19,416.0,24.0,750.0,31.0
Ohio,Mercer,40814,15532,10.199999999999998,63635.77777777778,3957.713075472993,12158.42151338662,3883.860845970053,865.1413303052259,3338.1712114917536,842.9876883106854,31106.76475038258,10773,6304,39761,101,181,71,101,599,614,751,1333,8.4,484.0,6542.0,28,13,519.0,29.0,753.0,11.0
Ohio,Miami,102506,40917,12.923809523809515,62927.28571428572,14942.442350105683,45529.94557747992,14942.442350105683,3892.6355967107793,15086.844042026194,3892.6355967107793,80243.99194083581,24768,15731,96722,2084,1218,15,189,2278,1341,1998,3800,7.8,1316.0,6704.0,34,14,1230.0,86.0,2306.0,14.0
Ohio,Monroe,14642,6065,18.699999999999974,48820.25,812.2581502369001,812.2581502369001,0.0,269.53763812074976,269.53763812074976,0.0,13776.60321611382,3147,2838,14358,61,16,2,17,188,59,420,798,7.2,215.0,6903.0,37,16,167.0,5.0,552.0,24.0
Ohio,Montgomery,535153,223943,20.759477124183,55282.444444444445,154447.53025644206,381967.19013236096,154447.53025644206,54156.01465603767,146968.51618435097,54156.01465603767,406210.12720429956,123279,81041,395272,111870,9273,177,1242,17319,12177,22078,35826,6.2,7957.0,9349.0,33,17,4923.0,1990.0,12474.0,27.0
Ohio,Morgan,15054,6034,19.474999999999977,48806.75,2247.626088043834,3090.785250459024,1447.15161849252,1053.0102139822511,1441.8709539048668,669.252757702564,13337.31076546495,3520,2611,14030,432,17,0,52,523,97,392,1159,7.3,223.0,9105.0,37,18,292.0,26.0,489.0,29.0
Ohio,Morrow,34827,12855,13.583333333333316,61506.0,50.9079441279172,50.9079441279172,0.0,19.3326524049043,19.3326524049043,0.0,31406.586294449633,8993,4680,34025,121,88,9,45,539,380,689,1970,8.3,440.0,7214.0,37,14,380.0,21.0,840.0,19.0
Ohio,Muskingum,86074,34271,21.07894736842103,49076.31578947369,16895.124135055572,30079.741080887583,16021.915468020808,8467.489987122133,14689.532028265585,8235.609278745045,74963.91418637565,20651,13184,80020,3256,287,15,187,2309,650,2814,7505,6.5,1270.0,8132.0,31,17,1181.0,164.0,2402.0,27.0
Ohio,Noble,14645,4852,13.633333333333333,46341.666666666664,6527.782044416282,8052.372578998082,5037.36472100756,2982.256673172598,3752.309637428748,2289.17024763548,13822.95524910568,2797,3042,14072,368,20,3,42,140,52,296,648,7.1,160.0,6442.0,34,15,200.0,,364.0,18.0
Ohio,Ottawa,41428,17503,9.892307692307694,66191.69230769231,14805.177501714887,17619.546589606478,14746.69162605127,4043.1117971189615,4919.3305788565085,4034.898886894878,38754.512225956365,8595,7868,39968,324,116,7,67,946,1755,888,1728,7.8,545.0,6352.0,31,15,666.0,29.0,1392.0,15.0
